Lyric,Title,Singer,Feeling,Label
Mine have been like Verlaine's and Rimbaud,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
Yellow diamonds in the light,We Found Love,Rihanna,Joy,1
They ain't say I can't rap about coke no more,Kill You,Eminem,Anger,0
Probably been five months since I seen my seed,The Spiteful Chant,Kendrick Lamar,Anger,0
Niggaz like you need to get bust you fucking clown,Get It On The Floor,DMX,Anger,0
Dancin' where the evenin' fell,When the Stars Go Blue,The Corrs,Sad,2
Whenever you hear some shit and you can't refuse it,Fight Music,D12,Anger,0
"Got me looking, got me looking so crazy in love",Crazy in Love,Beyoncé,Joy,1
"After you get hit, you shoulda thought about the shit",I’m Supposed to Die Tonight,50 Cent,Anger,0
I went to Hell and then I saw the abyss,Hollow Points,Unknown ,Anger,0
Gimme a break,I Don't Give a Fuck,Tupac Shakur,Anger,0
That should be me making you laugh,That should be me,Justin Bieber,Sad,2
"Wu-Tang banger, 36 styles of danger",Bring da Ruckus,Wu-Tang Clan,Anger,0
"Bitch, watch out, watch out, watch out, move",Move Bitch,Ludacris,Anger,0
"Ante up! No, cut that fool",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"Every occasion, oh, one billion-day funeral",The Funeral,Band of Horses,Sad,2
"Twice, whatever, I hate these things",Kill You,Eminem,Anger,0
Let's just let it go,when the party's over,Billie Eilish,Sad,2
"Okay, I'm ready to go play, I got the machete from O.J.",Kill You,Eminem,Anger,0
Have you runnin out this fuckin club in your drawers,Fight Music,D12,Anger,0
"See all these niggaz? When I step in the club, I'm bringin 'em",Fight Music,D12,Anger,0
"And I know it makes no sense, 'cause you walked out the door",100 Years,Five for Fighting,Sad,2
But don't let it be a black and a white one,Fuck Tha Police,N.W.A.,Anger,0
"And I'm lost, and I'm lost in that old dumb fire",Stars,VIZE,Sad,2
I miss the conversation,Maps,Maroon 5,Sad,2
I can't shake off my city blues,Love Is Like Oxygen,Sweet,Joy,1
"Dismantle is pleasant, turn their Hell to my Heaven",Hollow Points,Unknown ,Anger,0
"He don't love me, he don't love me",I'm a Mess,Bebe Rexha,Sad,2
"But it's the only way I hear your voice, anymore",100 Years,Five for Fighting,Sad,2
I have a disease and they don't know what to call it,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Scotch and burn him, let's overheat him",You Don't Want Drama,8Ball & MJG,Anger,0
I ain't goin' nowhere no how,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Causin' terror, quick damage ya whole era",Bring da Ruckus,Wu-Tang Clan,Anger,0
Until the bitter tears fall one by one ,Lonelier Than This,Steve Earle,Sad,2
"Yeah, they fake and all that",Bring da Ruckus,Wu-Tang Clan,Anger,0
But there's no way I can compare,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
But we they just don't give a fuck,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Got me hoping you'll page me right now, your kiss (hey)",Crazy in Love,Beyoncé,Joy,1
There's a fire starting in my heart,Rolling In The Deep,Adele,Sad,2
Would you be there to always hold me down?,Locked away,R. City,Fear,3
Don't give a %$@& if I cut my arm bleeding,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Cause I am always by your side,The Power Of Love,Celine Dion,Joy,1
You don't own me,You Don 'T Own Me,Lesley Gore,Anger,0
"Grandma crib, niggas outside of her door",I’m Supposed to Die Tonight,50 Cent,Anger,0
You just lucked up,Break Stuff,Limp Bizkit,Anger,0
"Cause I can't say no, no, I can't say no",bury a friend,Billie Eilish,Anger,0
If you wanna go then I'll be so lonely,Let me down slowly,Alec Benjamin,Sad,2
"Punk, so come and get it",Break Stuff,Limp Bizkit,Anger,0
Hello from the other side,Hello,Adele,Sad,2
I'm hopeless now,You are the reason,Calum Scott,Fear,3
Just 'cause I'm from the CPT,Fuck Tha Police,N.W.A.,Anger,0
I have been crying with the wolves,Wolves,"Selena Gomez, Marshmello",Sad,2
"On the real just to show proof, hit the G.W.B.",Get It On The Floor,DMX,Anger,0
I'm close to perfection with rap nigga I'm flawless,Hollow Points,Unknown ,Anger,0
"I feel low, low",So Lonely,The Police,Sad,2
"Fitchiting, Itching to find a brand new casket to store niggas in",Hip Hop Sinister,Hopsin,Anger,0
Fate had me playing in love you as my sweet heart.,Are You Lonesome Tonight,Elvis Presley,Sad,2
Cut me into little pieces,Alone Again (Naturally),Gilbert O'Sullivan,Sad,2
And train brutal coporate-sponsored Dictors around the world,Prison Song,Unknown,Anger,0
I love you and that's all I really know,Love Story,Taylor Swift,Joy,1
Sometimes I feel so insecure,All by Myself,Celine Dion,Sad,2
"The music up, the windows down",Live While We're Young,One Direction,Joy,1
And sit and nurse my broken heart,So Lonely,The Police,Sad,2
It looks to be the perfect love,Tonight I’ll Be Lonely Too,Alison Krauss,Sad,2
But I swear one way or another I'm a make these f***in' haters believe it,Drop the World,Lil Wayne,Anger,0
Do you miss me tonight?,Are You Lonesome Tonight,Elvis Presley,Sad,2
You Goddamn right!,Fuck Tha Police,N.W.A.,Anger,0
"A star like Ringo, war like a Green Beret",Crazy in Love,Beyoncé,Joy,1
And this old world is a new world,Feeling Good,Michael Bublé,Joy,1
But I guess it is way too late to say,Do you ever,Justin Vasquez,Sad,2
I'm from that Staten Island Ho,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
Wanting a shoulder to cry on,Fly Before You Fall,Cynthia Erivo,Sad,2
They got dough but they hate us though,I Don't Give a Fuck,Tupac Shakur,Anger,0
So I'm following the map that leads to you you-you-you-you-you,Maps,Maroon 5,Sad,2
Don't let another day begin,I'll Never Love Again,"Lady Gaga, Bradley Cooper",Sad,2
It just ain't no good if the sun shines,A Beautiful Morning,The Rascals,Joy,1
Cause one is the loneliest number that you'll ever do,One Is The Loneliest Number,Three Dog Night,Sad,2
"I binge, all-black enhance my tragic",Spikes,Death Grips,Anger,0
And it sells and it helps in itself to relieve all this tension,The Way I Am,Eminem,Anger,0
I catch you steal a glance and smile so perfectly,"I Like You So Much, You'll Know It",Honey Jemlan,Joy,1
And I am feeling so small,Say Something,A Great Big World,Sad,2
Better be careful when you bring my name up,Drop the World,Lil Wayne,Anger,0
To tell you I'm sorry for everything that I've done,Hello,Adele,Sad,2
"And I remember, all those crazy things you said",Wish You Were Here,Avril Lavigne,Sad,2
Can you help me remember how to smile,Runaway Train,Soul Asylum,Sad,2
"Wild, wild horses couldn't drag me away",Wild Horses,The Rolling Stones,Sad,2
And we're standing side by side,We Found Love,Rihanna,Joy,1
"You little costume niggas, romper-room niggas",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
Bounce to this motherfucker (uh),Get It On The Floor,DMX,Anger,0
"His pension, salary and then some",I Don't Give a Fuck,Tupac Shakur,Anger,0
I see skies of blue and clouds of white,What a Wonderful World,Ledisi,Joy,1
Now I fucked up and I miss you,Never Be Like You, Flume ft. Kai,Anger,0
"But baby there you go again, there you go again, making me love you",One More Night,Maroon 5,Joy,1
"She try to spaz out, then smack that bitch",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
How much shit can a nigga take,I Don't Give a Fuck,Tupac Shakur,Anger,0
For times when my life seems so low,All Out of Love,Air Supply,Sad,2
Yap him (zap him) yap him (zap him),Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
You'd be gone from me so soon,Tonight I’ll Be Lonely Too,Alison Krauss,Sad,2
"Niggas try to flip, tell me who is him",Bring da Ruckus,Wu-Tang Clan,Anger,0
I know that there are millions,Astronaut,Simple Plan,Sad,2
Got me looking so crazy right now (your touch),Crazy in Love,Beyoncé,Joy,1
"Now sing a lullaby, sorry mama I'm mangled",Hollow Points,Unknown ,Anger,0
"We gon' ball, Walter Payton",I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Somebody gon' die tonight,I’m Supposed to Die Tonight,50 Cent,Anger,0
And I been thankin' of bustin' you,Move Bitch,Ludacris,Anger,0
It's a new day,Feeling Good,Michael Bublé,Joy,1
"I'm not Mr. N'Sync, I'm not what your friends think",The Way I Am,Eminem,Anger,0
I didn't mean to try you on,Sorry,Halsey,Sad,2
Is day that I'm glad I survived,Lonely Day,System Of A Down,Sad,2
Knows everybody's disapproval,Take Me to Church,Hozier,Sad,2
I must live my life alone,Goodbye to Love,Carpenters,Sad,2
"Here I am, on the road again, here I am, up on the stage",Turn the Page,Metallica,Sad,2
This that uptop crunk,Crunk Muzik,The Diplomats,Anger,0
I'm gonna spend my days in bed,Love Is Like Oxygen,Sweet,Joy,1
Let me let you go,when the party's over,Billie Eilish,Sad,2
We apologize if you ever knew,The Spiteful Chant,Kendrick Lamar,Anger,0
And to live for something I could live for,Goodbye to Love,Carpenters,Sad,2
It's a new life,Feeling Good,Michael Bublé,Joy,1
They want to act stupid gun-butt that fool,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
I wanna grow up once again,Unknown,Unknown,Sad,2
"You know row row your boat, your blood forms a stream",I’m Supposed to Die Tonight,50 Cent,Anger,0
And when she passed away,Alone Again (Naturally),Gilbert O'Sullivan,Sad,2
And you about to get ran the fuck over,Move Bitch,Ludacris,Anger,0
So kiss my fucking ass,Hip Hop Sinister,Hopsin,Anger,0
To think about the girl you love and hold her tight,Happy Together,The Turtles,Joy,1
Worth every date til we meetings,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
What I'd do to have you,Wish You Were Here,Avril Lavigne,Sad,2
Or is you gonna say goodbye?,Locked away,R. City,Fear,3
When you said your last goodbye,All I want,Joni Mitchell,Sad,2
"It's gonna be a good, good, life",I'm a Mess,Bebe Rexha,Sad,2
Are the dreams all made real,Mercy Street,Peter Gabriel,Sad,2
"No surprise, no mystery",So Lonely,The Police,Sad,2
I hate to be bothered with all of this nonsense,The Way I Am,Eminem,Anger,0
Tore my shirt to stop you bleedin',when the party's over,Billie Eilish,Sad,2
Reminds me of you,When You're Gone,Avril Lavigne,Sad,2
I'll say goodbye to love,Goodbye to Love,Carpenters,Sad,2
Searching for a sweet surrender,I’m a Mess,Ed Sheeran,Sad,2
Put a landmine right where your momma live,The Spiteful Chant,Kendrick Lamar,Anger,0
I guess you're in New York today,Come Back...Be Here,Taylor Swift,Sad,2
And maybe we found love right where we are,Thinking Out Loud,Ed Sheeran,Joy,1
To tell you I'm sorry for breaking your heart,Hello,Adele,Sad,2
And you fugazi if you think I'ma admit wrong,Fight Music,D12,Anger,0
"A mud hole in that ass, cause I'm straight out the swamp",Bring da Ruckus,Wu-Tang Clan,Anger,0
"Hey, alright now",I got You Feel So good,James Brown,Joy,1
Because I'm gonna,Angry White Boy Polka,Weird Al Yankovic,Anger,0
I'm a cancer nigga no chemo,Hollow Points,Unknown ,Anger,0
"Diggy dang, the dons with me",Crunk Muzik,The Diplomats,Anger,0
"Bitch, I'ma kill you! You ain't got the balls to beef",Kill You,Eminem,Anger,0
I'm so sick and tired of being admired,The Way I Am,Eminem,Anger,0
About a black man with a black need,I Don't Give a Fuck,Tupac Shakur,Anger,0
"If any nigga lookin too hard, we Rodney King'n 'em",Fight Music,D12,Anger,0
She got that pussy locked up like locksmith,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
"Never a clean break, no one here to save me",Breathe,Taylor Swift,Sad,2
"Are you lonesome tonight,",Are You Lonesome Tonight,Elvis Presley,Sad,2
"Tennis shoes, don't even need to buy a new dress",Crazy in Love,Beyoncé,Joy,1
Where were the parents at? And look where it's at!,The Way I Am,Eminem,Anger,0
I suffocated my shrink just for talkin,Fight Music,D12,Anger,0
Your daddy can't even look me in the eye,It Will Rain,Bruno Mars,Sad,2
"This is nothin' new, I been in the position before",I’m Supposed to Die Tonight,50 Cent,Anger,0
"Grab ya four, start a fight dog, ruin the party",Move Bitch,Ludacris,Anger,0
"Well, won't you tell everybody what the fuck you gotta say?",Fuck Tha Police,N.W.A.,Anger,0
Give me some rain,Unknown,Unknown,Sad,2
I drift like my planet don't spin,Spikes,Death Grips,Anger,0
It's the loneliest number since the number one,One Is The Loneliest Number,Three Dog Night,Sad,2
"Reason why I'm going big bitch, suck my dick",The Spiteful Chant,Kendrick Lamar,Anger,0
I'll go sit on the floor wearing your clothes,Last Kiss,Taylor Swift,Sad,2
"I'll pop it slow, you'll rock and roll, like Bon Jovi",Crunk Muzik,The Diplomats,Anger,0
Left or right you get to pick the cheek,Hip Hop Sinister,Hopsin,Anger,0
"I'm Nicer than Pete, but I'm on a search to crush a milk bone",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"She's giving me excitations (excitations, oom bop bop)",Good Vibrations,The Beach Boys,Joy,1
"But with you, it's not like that at all",Wish You Were Here,Avril Lavigne,Sad,2
Tonight I prayed I'd die before I wake ,Lonelier Than This,Steve Earle,Sad,2
"Looking down on empty streets, all she can see",Mercy Street,Peter Gabriel,Sad,2
Its the ones you love to hate same ones you intimidate,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
I've seen love go by my door,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
To go over everything,Hello,Adele,Sad,2
I cannot repair,Hurt,Johnny Cash,Sad,2
an old memory and me,Between an Old Memory and Me,Keith Whitley,Sad,2
Then my limbs all froze and my eyes won't close,bury a friend,Billie Eilish,Anger,0
Should I play that low for what I did the other day,Get It On The Floor,DMX,Anger,0
I'm a nigga that loves scuffles,Fight Music,D12,Anger,0
She's just looking for something new,Angry White Boy Polka,Weird Al Yankovic,Anger,0
When we were younger and free,Hello,Adele,Sad,2
Fuck you to the F.B.I,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Got me looking so crazy right now, your touch (your love)",Crazy in Love,Beyoncé,Joy,1
That pain from the dirt makes the hurt go away for a minute,Get It On The Floor,DMX,Anger,0
Cause I click and spray matics,Crunk Muzik,The Diplomats,Anger,0
My momma used to tell me these crazy things,Kill You,Eminem,Anger,0
I wanna know would you stick around?,Locked away,R. City,Fear,3
And that's just his luck,I Don't Give a Fuck,Tupac Shakur,Anger,0
Then I look at you,Lovely Day,Bill Withers,Joy,1
Ante up! Kidnap that fool,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
This time I have really led myself astray,Runaway Train,Soul Asylum,Sad,2
Don't fool with the Dips (Ay!),Crunk Muzik,The Diplomats,Anger,0
I am all alone,My Love,Westlifes,Sad,2
"Even the shirt off your back, nigga run that too (yeah, yeah, yeah)",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"And like, back and forth because ah",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
Looking so crazy in love's,Crazy in Love,Beyoncé,Joy,1
They know we fed up,I Don't Give a Fuck,Tupac Shakur,Anger,0
If I ain't on my grind then I'm high trying to take your cheque,Hollow Points,Unknown ,Anger,0
Fell in love with a girl,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Cause, baby, you're the one, I don't know how","I Like You So Much, You'll Know It",Honey Jemlan,Joy,1
Y'all can kiss my ass and suck my dick,I Don't Give a Fuck,Tupac Shakur,Anger,0
I hate everything about you,I hate everything about you,Three Days Grace,Anger,0
And don't it feel good,Walking on Sunshine,"Katrina and the Waves, Katrina Leskanich",Joy,1
I hear loves songs playing on the radio,Everybody's Got Somebody But Me,Hunter Hayes,Sad,2
I think of all the friends I've known,All by Myself,Celine Dion,Sad,2
"One for the money, two for the pop, three for a rock (yeah)",Hollow Points,Unknown ,Anger,0
And I'll be waking up feeling satisfied but guilty as hell,One More Night,Maroon 5,Joy,1
"Ol' Reservoir Dogs, lay your grill on the canvas",Hollow Points,Unknown ,Anger,0
"You get laid to rest, nigga this is Murderville",Hollow Points,Unknown ,Anger,0
Nothing can make me feel like you do,Nothing like us,Jungkook,Sad,2
"Little out of touch, little insane",Runaway Train,Soul Asylum,Sad,2
"Spikes, spikes, spikes, spikes, spikes",Spikes,Death Grips,Anger,0
That all ends when I'm with you,The Power Of Love,Celine Dion,Joy,1
"Ok muchacho, they told me that you got it tato (meda)",Crunk Muzik,The Diplomats,Anger,0
"Got me looking so crazy right now, your love's",Crazy in Love,Beyoncé,Joy,1
I can't help but wish you took me with you,Come Back...Be Here,Taylor Swift,Sad,2
Makes me want to dance and Stomp,Stomp,Kirk Franklin,Anger,0
And fuck trying to get with these crooked ass hypocrites,I Don't Give a Fuck,Tupac Shakur,Anger,0
Ain't nothing I can do,Maps,Maroon 5,Sad,2
