Lyric,Emotion
"Nigga right now, it's now or never",Anger
"Another shot of whiskey, can't stop looking at the door",Sad
This shit here feels like a whole entire world collapsed,Anger
"DUMP SIX, motherfucker feed em dirt on a nigga",Anger
You know you really oughta,Anger
Seems impossible to face,Joy
"Looking over my shoulder, cause it's colder than it was",Anger
But I'mma tell you like this bitch,Anger
Remi want them goddamn diamonds (huh),Anger
"Know when you see him, Nothing can free him.",Sad
Come what may,Sad
So when you see me on your block with two glocks,Anger
Take me to 'em,Anger
She never loved me,Anger
You ain't got nowhere to hide,Anger
"All my money comin' clean, you can't pop this",Joy
It's a beautiful mornin',Joy
"You a bitch, one of 700 Solomon's wives,",Anger
Blossom on a tree You know how I feel,Joy
"Please, don't let me down",Fear
"Now smell the essence of the L, nigga this is Earth for real",Anger
I know a lot of people that smile in my face,Anger
"Hoe you don't be rhymin', you still memorizin'",Anger
"Then I went to Jim Beam, that's when my face grayed",Anger
What would I do without your smart mouth?,Sad
I'm not doing much better,Sad
I'm fighting the lows,Anger
No one ever cared if I should live or die,Sad
Can I please come down?,Sad
Cause I'm your lady,Joy
"This is a lyrical combat, gentlemen hold your pistols",Anger
motherfucker you lame and your chain hollow,Anger
"(Uh oh, uh oh, uh oh, oh, no, no) To platinum the game's been wrap, one",Joy
I feel so sad,Sad
Bury the hatchet or bury your friend right now,Anger
Lonely fever,Joy
The feeling you can know so much,Sad
Shared my pain with my family,Sad
Fuck the police comin' straight from the underground,Anger
Drugs became conveniently Available for all the kids,Anger
If I knew it would be the last time,Sad
The feeling's gone,Sad
"Can't stop, never sleep, cause you know",Anger
Til I'm grabbing my hair and I'm tearin' it out,Anger
And watch the bottles start flyin' from the VIP,Anger
The pieces of my heart are missing you when you are gone,Sad
Your friends all tell me your happy now,Sad
"So move bitch, get out the way hoe",Anger
"Bury a friend, try to wake up (ah ahh)",Anger
When I kissed you and called you sweetheart?,Sad
I can't work it out,Sad
I feel so alone,Sad
I watched you suffer a dull aching pain,Sad
Everybody hurts sometimes,Sad
I'm changing all of the stations,Sad
"I'm from the deck, tryna to disrespect DTP",Anger
Then watch the hearse past,Anger
"That's my mothafuckin' woadie, like the Noila",Joy
Where broken dreams and mem'ries meet,Sad
And tearful at the falling of a star,Sad
"Every occasion, know I'm ready for the funeral",Sad
Try to tell you stop but your lipstick got me so out of breath,Joy
"But you don't wanna spread it 'round with me, yeah",Anger
Somewhere I've never been,Joy
The face I came to know is missing too,Sad
Bring da motherfuckin' ruckus,Anger
I want to be looking in your eyes,Fear
You have come to show you go on,Joy
What if I'm someone you won't talk about?,Sad
"Motherf***er, I'm gone",Anger
"Alone in the dark, hole in my heart, turn on the radio",Sad
I have my freedom but I don't have much time,Sad
"Don't blame me, I've no soul",Anger
(Music saved my fucking life I'm doing right,Anger
"And me, Human Crack in the flesh (flesh)",Anger
"Yeah I'm going big bitch, suck my dick",Anger
"What school did I go to, what hood I grew up in",Anger
"I collect shit, I got a hammer and the glove of a cop",Anger
I've been shooting in the dark too long,Sad
Far across the distance,Joy
"Let's go crazy, crazy, crazy 'til we see the sun",Joy
"Oh, now he's raping his own mother
Abusing a whore, snorting coke
And we gave him the Rolling Stone cover?",Anger
I handle my business how it come,Anger
I know you hurt too but what else can we do,Sad
I'll be the first to say that I was wrong,Sad
"They way they see it, we was meant to be keep down",Anger
For me And I'm feeling good,Joy
"I'm dancin' with satanic people, life is illegal",Anger
Nothing like you and me,Sad
"With the bullshit they pull, 'cause they full of shit too",Anger
Know why I say these things?,Anger
"I don't owe you shit, bitch, leave me alone",Anger
"I like the way you hit the notes, in every song you're shining",Joy
"Like I wanna drown, like I wanna end me",Anger
"Bitch, I'ma kill you! You don't got the balls to beef",Anger
"So honey, now, take me into your loving arms ",Joy
I'm down to ride tonight,Anger
Following a nigga and shit,Anger
My heart will go on and on,Joy
When I should have been making bangers,Anger
"I stand out in crowds like I got flourescent pants on,",Anger
"They on their way to float, got me striking this random",Anger
Cause this is the day we make 'em pay,Anger
"Rollin by, lookin good",Anger
"I'm obsessed, I'm embarrassed",Sad
"In school I never said much, too busy havin' a headrush",Anger
A hole inside my heart,Sad
Everything's been so messed up here lately,Sad
I don't give a (fuck),Anger
Sorry to my unknown lover,Sad
And I lost all signal when I lifted off,Sad
I'll look for you in old Honolul-a,Sad
I'm looking for that lonely street,Sad
It was a slap in the face,Anger
Let me make your broken heart like new,Sad
You get too much you get too high,Joy
I'll slit your motherfuckin throat worse than Ron Goldman,Anger
"Got me looking so crazy, my baby",Joy
"Gun play nowadays more frequent,",Anger
A fresh poison each week,Sad
You better not walk in front of my tour bus,Anger
I don't know how I landed on this movie set,Sad
I'll smile in the courtroom and buy you a wardrobe,Anger
"When you don't give a fuck, when you won't just put up",Anger
Scent of the pine…,Joy
But it is too late now,Sad
Cause I'm tired of drifting round and round,Sad
And all I know of love,Sad
I'll take your photo for ya,Anger
See you make your way through the crowd,Joy
I'm combining platinum with some diamonds,Anger
Malice green to them and gasolinin 'em with premium,Anger
Sad words in the air,Joy
"In another life, I would be your girl",Sad
Then spit it back in the faces of you racists,Anger
Keep the room rotating like spinners,Anger
"Looking so crazy, your love's (hey)",Joy
"I'm so tired of being alone,",Sad
"I think you better quit, talking that shit",Anger
"Part two, it's so crazy right now",Joy
"And never, never, never stop for anyone",Joy
"Just hear woop, woop, whant, whant, beep, beep (that's the cops)",Anger
And my uncle Tommy's balls,Anger
"Murder, nigga murder",Anger
I don't think you trust,Anger
And this song is for any kid who gets picked on,Anger
To my brothers stay strong keep your heads up,Anger
Can't think of anything to do,Anger
"Freddy Kruger sweater rocker, Beretta cocker",Anger
I don't get to be alright,Sad
"You are gone now, gone but not forgetten",Sad
"Yeah, my left brain knows that all love is fleeting",Anger
Somebody to know,Sad
Am I sitting in a tin can,Sad
WEIRD AL YANKOVIC,Anger
"Orange Mound, the moment you been waitin for",Anger
I'm steady screaming free Unfunk and DuLu,Joy
"Who the fuck gon' ride when this shit get shifty?,",Anger
"Without you, I feel torn",Sad
I was somewhere stuck with a flame here,Anger
I'm finally gettin' back to what I used to be,Sad
"One to wipe your block out, guaranteed to hit your frame",Anger
Like that vending machine that stole my pack of Skittles,Anger
"Neverland, thriller, Killa Cam, Jackson five bill (so what!)",Anger
"I'm wettin' cream, I ain't wettin' fame",Anger
Me and you and you and me,Joy
We are still kids but we're so in love,Joy
"Really too late to call, so",Sad
So bring it on,Anger
Where do you go when you're lonely?,Sad
Toast to the ones here today,Sad
And love so distant and obscure,Sad
And I'm thankful for every fan that I get,Anger
Who doesn't look right through me,Sad
Is it too late to say I'm sorry now?,Sad
"Fore we fuck around and lay you up in your own blood pool, nigga",Anger
"I think you better quit, let the shit slip",Anger
Better bring your guns pal,Anger
And get you connected?,Anger
Remember when I used to grab on that ass when it was that wood time?,Joy
As them pills disappear,Anger
"Hate in my heart, love in my mind",Anger
I'm leavin' air in your lungs,Anger
Grab the peels 'cause we robbin' tonight,Anger
"In hopes you're on the other side, talking to me too",Sad
"I'm not gonna be able to top on ""My Name Is""",Anger
How do I live without you,Sad
Reaching for the love that seems so far,Sad
"And if my day keeps going this way, I just might Break something tonight",Anger
Nothing you can see that isn't shown,Joy
Do you ever miss my love,Sad
Someday I'll see you again,Sad
So I (what'd you do?),Anger
"Tear in my eye, I drive through the night, as far as I can from you",Sad
It's just no good anymore since you went away,Sad
"I watch my back like I'm locked down, hardcore",Anger
"Yo Dre, I got somethin' to say",Anger
Shut up! Give me your hands and feet,Anger
"Now your life is leavin' yo body, for drinkin' too much Bacardi",Anger
"(Blaow!) bitch, run that! (Blaow!) bitch, run that",Anger
Now no one's knocked upon my door,Sad
Danglin' from his neck while his head barely hangs on,Anger
Choppin' through ya back swish,Anger
The moon just went behind the clouds,Sad
"Without you, I've got no hand to hold",Sad
[Honk],Anger
"If I judge for life, man, would you stay by my side?",Fear
"All black nothin' lit up, I set up walls,",Anger
"Different homes, different islands)",Anger
Got a whole lot of love,Anger
Ain't gonna be the same on the day that I leave it,Anger
Picture perfect memories,Sad
Don't be fucking with my youngins,Anger
But we knew right from the start that you'd fall apart,Anger
Fuck you to the B-u-s-h,Anger
"Yeah, I said it once before but it bears repeating, now",Anger
Never thought we'd have a last kiss,Sad
My niggas upstate squared with the fried shock,Anger
"I'm reaching for you, are you feeling it too",Sad
"Jay Z in the range, crazy and deranged",Joy
Black police showin' out for the white cop,Anger
It's so crazy right now,Joy
"Pop quiz, it's a pop quiz",Joy
I low-key run this rap shit,Anger
Show you how to get that powder shit,Anger
"Hello darkness, my old friend",Sad
Dre just let it run,Anger
There will be children with robins and flowers;,Joy
"Hands off, body chopper, bloody opera singer",Anger
"Oh, I know I'm probably much too late",Sad
I'll be waking up in the morning probably hating myself,Joy
If I didn't have anything,Fear
We takin' your whole shit while we pass through,Anger
"Break it down, then roll it up",Anger
A thousand miles between us now,Sad
She goes with me to a blossom world,Joy
Hidin under tables as soon as I hear alarms,Anger
"I'll be the one, if you want me to",Sad
Stop looking at me with those eyes,Anger
I told lil' mama I don't bite but my teeth do,Joy
Sayin there goes my little girl,Sad
I used to think maybe you loved me now baby I'm sure,Joy
Seems to me that the people keep seeing,Joy
I give a chick a hard brick and bubble-yum (Ay!),Anger
Thinkin' I'm sayin' the shit 'cause I'm thinkin' it just to be sayin' it,Anger
Of all the lies spoke… ,Sad
"One is the loneliest number, worse than two",Sad
"I want you and I'm hating it, hating it, hating it",Anger
"Went to gym in eighth grade, raped the women's swim team",Anger
